"cms","date_utc"
8.8999998010695,2023-04-30
9.18999979458749,2023-04-30 01:00:00
9.42999978922307,2023-04-30 02:00:00
9.72999978251755,2023-04-30 03:00:00
9.78999978117645,2023-04-30 04:00:00
9.66999978385866,2023-04-30 05:00:00
9.57999978587031,2023-04-30 06:00:00
9.5299997869879,2023-04-30 07:00:00
9.51999978721142,2023-04-30 08:00:00
9.51999978721142,2023-04-30 09:00:00
9.51999978721142,2023-04-30 10:00:00
9.5299997869879,2023-04-30 11:00:00
9.48999978788197,2023-04-30 12:00:00
9.57999978587031,2023-04-30 13:00:00
9.68999978341162,2023-04-30 14:00:00
9.68999978341162,2023-04-30 15:00:00
9.80999978072941,2023-04-30 16:00:00
9.96999977715313,2023-04-30 17:00:00
9.99999977648258,2023-04-30 18:00:00
10.0199997760355,2023-04-30 19:00:00
10.2399997711182,2023-04-30 20:00:00
10.9399997554719,2023-04-30 21:00:00
11.5199997425079,2023-04-30 22:00:00
11.749999737367,2023-04-30 23:00:00
11.7799997366965,2023-05-01
11.9699997324497,2023-05-01 01:00:00
12.3799997232854,2023-05-01 02:00:00
12.7399997152388,2023-05-01 03:00:00
13.0199997089803,2023-05-01 04:00:00
13.6499996948987,2023-05-01 05:00:00
13.8399996906519,2023-05-01 06:00:00
13.6299996953458,2023-05-01 07:00:00
13.5899996962398,2023-05-01 08:00:00
13.6899996940047,2023-05-01 09:00:00
13.8899996895343,2023-05-01 10:00:00
14.1399996839464,2023-05-01 11:00:00
14.379999678582,2023-05-01 12:00:00
14.5999996736646,2023-05-01 13:00:00
14.7999996691942,2023-05-01 14:00:00
14.939999666065,2023-05-01 15:00:00
14.9699996653944,2023-05-01 16:00:00
14.6999996714294,2023-05-01 17:00:00
14.8199996687472,2023-05-01 18:00:00
15.1199996620417,2023-05-01 19:00:00
15.3199996575713,2023-05-01 20:00:00
15.3999996557832,2023-05-01 21:00:00
15.6499996501952,2023-05-01 22:00:00
15.9999996423721,2023-05-01 23:00:00
16.3299996349961,2023-05-02
16.639999628067,2023-05-02 01:00:00
16.8699996229261,2023-05-02 02:00:00
17.0799996182323,2023-05-02 03:00:00
17.2699996139854,2023-05-02 04:00:00
17.3999996110797,2023-05-02 05:00:00
17.5399996079504,2023-05-02 06:00:00
17.9499995987862,2023-05-02 07:00:00
18.2399995923042,2023-05-02 08:00:00
18.3099995907396,2023-05-02 09:00:00
18.359999589622,2023-05-02 10:00:00
18.4299995880574,2023-05-02 11:00:00
18.4799995869398,2023-05-02 12:00:00
18.4899995867163,2023-05-02 13:00:00
18.4699995871633,2023-05-02 14:00:00
18.4899995867163,2023-05-02 15:00:00
18.3099995907396,2023-05-02 16:00:00
18.4199995882809,2023-05-02 17:00:00
18.5099995862693,2023-05-02 18:00:00
18.6899995822459,2023-05-02 19:00:00
19.1599995717406,2023-05-02 20:00:00
19.2599995695055,2023-05-02 21:00:00
19.1299995724112,2023-05-02 22:00:00
19.209999570623,2023-05-02 23:00:00
19.5499995630234,2023-05-03
19.9899995531887,2023-05-03 01:00:00
20.6099995393306,2023-05-03 02:00:00
21.1899995263666,2023-05-03 03:00:00
22.129999505356,2023-05-03 04:00:00
22.5499994959682,2023-05-03 05:00:00
22.6999994926155,2023-05-03 06:00:00
22.9199994876981,2023-05-03 07:00:00
23.2899994794279,2023-05-03 08:00:00
23.6599994711578,2023-05-03 09:00:00
24.0599994622171,2023-05-03 10:00:00
24.4899994526058,2023-05-03 11:00:00
24.9099994432181,2023-05-03 12:00:00
25.2899994347245,2023-05-03 13:00:00
25.859999421984,2023-05-03 14:00:00
26.3899994101375,2023-05-03 15:00:00
26.709999402985,2023-05-03 16:00:00
26.9699993971735,2023-05-03 17:00:00
27.0099993962795,2023-05-03 18:00:00
27.3599993884563,2023-05-03 19:00:00
27.579999383539,2023-05-03 20:00:00
27.849999377504,2023-05-03 21:00:00
28.1699993703514,2023-05-03 22:00:00
28.9299993533641,2023-05-03 23:00:00
30.9299993086606,2023-05-04
30.8999993093312,2023-05-04 01:00:00
30.4999993182719,2023-05-04 02:00:00
32.1999992802739,2023-05-04 03:00:00
32.5199992731214,2023-05-04 04:00:00
32.6699992697686,2023-05-04 05:00:00
33.029999261722,2023-05-04 06:00:00
33.4699992518872,2023-05-04 07:00:00
34.0499992389232,2023-05-04 08:00:00
34.5399992279708,2023-05-04 09:00:00
35.0499992165715,2023-05-04 10:00:00
35.4999992065132,2023-05-04 11:00:00
