"cms","date_utc"
78.4899982456118,2023-04-30
76.7499982845038,2023-04-30 01:00:00
76.04999830015,2023-04-30 02:00:00
76.2699982952327,2023-04-30 03:00:00
77.229998273775,2023-04-30 04:00:00
78.8199982382357,2023-04-30 05:00:00
81.2999981828034,2023-04-30 06:00:00
84.8799981027842,2023-04-30 07:00:00
89.1399980075657,2023-04-30 08:00:00
93.579997908324,2023-04-30 09:00:00
97.7199978157878,2023-04-30 10:00:00
101.389997733757,2023-04-30 11:00:00
104.419997666031,2023-04-30 12:00:00
106.46999762021,2023-04-30 13:00:00
106.999997608364,2023-04-30 14:00:00
105.909997632727,2023-04-30 15:00:00
103.93999767676,2023-04-30 16:00:00
101.469997731969,2023-04-30 17:00:00
98.5199977979064,2023-04-30 18:00:00
95.009997876361,2023-04-30 19:00:00
91.6799979507923,2023-04-30 20:00:00
88.3599980250001,2023-04-30 21:00:00
85.2399980947375,2023-04-30 22:00:00
82.679998151958,2023-04-30 23:00:00
81.249998183921,2023-05-01
80.8899981919676,2023-05-01 01:00:00
81.499998178333,2023-05-01 02:00:00
83.1299981418997,2023-05-01 03:00:00
85.9899980779737,2023-05-01 04:00:00
89.8999979905784,2023-05-01 05:00:00
94.5199978873134,2023-05-01 06:00:00
99.879997767508,2023-05-01 07:00:00
105.899997632951,2023-05-01 08:00:00
111.709997503087,2023-05-01 09:00:00
116.509997395799,2023-05-01 10:00:00
120.199997313321,2023-05-01 11:00:00
122.7599972561,2023-05-01 12:00:00
124.199997223914,2023-05-01 13:00:00
124.699997212738,2023-05-01 14:00:00
124.339997220784,2023-05-01 15:00:00
123.339997243136,2023-05-01 16:00:00
121.549997283146,2023-05-01 17:00:00
118.889997342601,2023-05-01 18:00:00
115.209997424856,2023-05-01 19:00:00
111.579997505993,2023-05-01 20:00:00
108.089997584,2023-05-01 21:00:00
105.079997651279,2023-05-01 22:00:00
102.359997712076,2023-05-01 23:00:00
99.9499977659434,2023-05-02
98.2299978043884,2023-05-02 01:00:00
97.5199978202581,2023-05-02 02:00:00
97.8799978122115,2023-05-02 03:00:00
99.339997779578,2023-05-02 04:00:00
102.039997719228,2023-05-02 05:00:00
105.259997647256,2023-05-02 06:00:00
108.579997573048,2023-05-02 07:00:00
111.799997501075,2023-05-02 08:00:00
114.489997440949,2023-05-02 09:00:00
116.109997404739,2023-05-02 10:00:00
116.759997390211,2023-05-02 11:00:00
116.81999738887,2023-05-02 12:00:00
116.439997397363,2023-05-02 13:00:00
115.809997411445,2023-05-02 14:00:00
114.809997433797,2023-05-02 15:00:00
113.199997469783,2023-05-02 16:00:00
111.199997514486,2023-05-02 17:00:00
109.109997561201,2023-05-02 18:00:00
103.899997677654,2023-05-02 19:00:00
101.829997723922,2023-05-02 20:00:00
99.9699977654964,2023-05-02 21:00:00
98.0099978093058,2023-05-02 22:00:00
96.2099978495389,2023-05-02 23:00:00
95.0699978750199,2023-05-03
94.3299978915602,2023-05-03 01:00:00
94.0999978967011,2023-05-03 02:00:00
95.029997875914,2023-05-03 03:00:00
97.5199978202581,2023-05-03 04:00:00
101.289997735992,2023-05-03 05:00:00
105.829997634515,2023-05-03 06:00:00
110.999997518957,2023-05-03 07:00:00
115.759997412562,2023-05-03 08:00:00
119.749997323379,2023-05-03 09:00:00
123.539997238666,2023-05-03 10:00:00
126.629997169599,2023-05-03 11:00:00
129.019997116178,2023-05-03 12:00:00
130.34999708645,2023-05-03 13:00:00
130.269997088239,2023-05-03 14:00:00
128.709997123107,2023-05-03 15:00:00
126.589997170493,2023-05-03 16:00:00
124.279997222126,2023-05-03 17:00:00
121.529997283593,2023-05-03 18:00:00
118.869997343048,2023-05-03 19:00:00
116.409997398034,2023-05-03 20:00:00
113.769997457042,2023-05-03 21:00:00
110.389997532591,2023-05-03 22:00:00
107.169997604564,2023-05-03 23:00:00
104.229997670278,2023-05-04
101.979997720569,2023-05-04 01:00:00
100.999997742474,2023-05-04 02:00:00
101.739997725934,2023-05-04 03:00:00
104.199997670949,2023-05-04 04:00:00
108.159997582436,2023-05-04 05:00:00
113.329997466877,2023-05-04 06:00:00
119.189997335896,2023-05-04 07:00:00
124.499997217208,2023-05-04 08:00:00
128.769997121766,2023-05-04 09:00:00
132.469997039065,2023-05-04 10:00:00
135.869996963069,2023-05-04 11:00:00
139.039996892214,2023-05-04 12:00:00
141.999996826053,2023-05-04 13:00:00
144.169996777549,2023-05-04 14:00:00
145.979996737093,2023-05-04 15:00:00
148.069996690378,2023-05-04 16:00:00
149.979996647686,2023-05-04 17:00:00
151.169996621087,2023-05-04 18:00:00
145.509996747598,2023-05-04 19:00:00
143.709996787831,2023-05-04 20:00:00
141.749996831641,2023-05-04 21:00:00
139.539996881038,2023-05-04 22:00:00
137.509996926412,2023-05-04 23:00:00
135.969996960834,2023-05-05
136.529996948317,2023-05-05 01:00:00
138.529996903613,2023-05-05 02:00:00
140.169996866956,2023-05-05 03:00:00
142.68999681063,2023-05-05 04:00:00
146.879996716976,2023-05-05 05:00:00
151.809996606782,2023-05-05 06:00:00
156.10999651067,2023-05-05 07:00:00
159.049996444955,2023-05-05 08:00:00
160.25999641791,2023-05-05 09:00:00
160.289996417239,2023-05-05 10:00:00
160.009996423498,2023-05-05 11:00:00
158.569996455684,2023-05-05 12:00:00
156.059996511787,2023-05-05 13:00:00
152.939996581525,2023-05-05 14:00:00
148.99999666959,2023-05-05 15:00:00
144.84999676235,2023-05-05 16:00:00
140.86999685131,2023-05-05 17:00:00
137.419996928424,2023-05-05 18:00:00
135.519996970892,2023-05-05 19:00:00
131.739997055382,2023-05-05 20:00:00
128.199997134507,2023-05-05 21:00:00
124.999997206032,2023-05-05 22:00:00
121.489997284487,2023-05-05 23:00:00
117.389997376129,2023-05-06
114.45999744162,2023-05-06 01:00:00
111.989997496828,2023-05-06 02:00:00
109.919997543097,2023-05-06 03:00:00
108.129997583106,2023-05-06 04:00:00
106.169997626916,2023-05-06 05:00:00
104.489997664467,2023-05-06 06:00:00
103.299997691065,2023-05-06 07:00:00
102.519997708499,2023-05-06 08:00:00
101.479997731745,2023-05-06 09:00:00
100.349997757003,2023-05-06 10:00:00
99.1299977842718,2023-05-06 11:00:00
97.6699978169054,2023-05-06 12:00:00
95.9099978562444,2023-05-06 13:00:00
94.0499978978187,2023-05-06 14:00:00
92.2499979380518,2023-05-06 15:00:00
90.5799979753792,2023-05-06 16:00:00
88.8399980142713,2023-05-06 17:00:00
87.4399980455637,2023-05-06 18:00:00
88.4799980223179,2023-05-06 19:00:00
87.0599980540574,2023-05-06 20:00:00
85.7599980831146,2023-05-06 21:00:00
84.6499981079251,2023-05-06 22:00:00
83.4199981354177,2023-05-06 23:00:00
81.2699981834739,2023-05-07
80.39999820292,2023-05-07 01:00:00
80.7899981942028,2023-05-07 02:00:00
81.6399981752038,2023-05-07 03:00:00
82.7599981501698,2023-05-07 04:00:00
84.2999981157482,2023-05-07 05:00:00
86.0099980775267,2023-05-07 06:00:00
87.8699980359524,2023-05-07 07:00:00
89.6699979957193,2023-05-07 08:00:00
91.0299979653209,2023-05-07 09:00:00
91.9599979445338,2023-05-07 10:00:00
92.5999979302287,2023-05-07 11:00:00
92.9199979230762,2023-05-07 12:00:00
93.019997920841,2023-05-07 13:00:00
92.8299979250878,2023-05-07 14:00:00
91.9599979445338,2023-05-07 15:00:00
90.2899979818612,2023-05-07 16:00:00
88.1599980294704,2023-05-07 17:00:00
86.2699980717152,2023-05-07 18:00:00
87.0799980536103,2023-05-07 19:00:00
84.9999981001019,2023-05-07 20:00:00
83.2099981401116,2023-05-07 21:00:00
81.5799981765449,2023-05-07 22:00:00
79.8599982149899,2023-05-07 23:00:00
77.1099982764572,2023-05-08
75.6699983086437,2023-05-08 01:00:00
75.4599983133376,2023-05-08 02:00:00
76.0799982994795,2023-05-08 03:00:00
77.2899982724339,2023-05-08 04:00:00
78.659998241812,2023-05-08 05:00:00
80.069998210296,2023-05-08 06:00:00
81.7699981722981,2023-05-08 07:00:00
83.6999981291592,2023-05-08 08:00:00
85.3999980911613,2023-05-08 09:00:00
86.8499980587512,2023-05-08 10:00:00
88.3699980247766,2023-05-08 11:00:00
89.8099979925901,2023-05-08 12:00:00
90.9499979671091,2023-05-08 13:00:00
91.859997946769,2023-05-08 14:00:00
92.2999979369342,2023-05-08 15:00:00
91.7099979501218,2023-05-08 16:00:00
90.0999979861081,2023-05-08 17:00:00
88.4899980220944,2023-05-08 18:00:00
89.559997998178,2023-05-08 19:00:00
87.1199980527163,2023-05-08 20:00:00
84.7799981050193,2023-05-08 21:00:00
82.7199981510639,2023-05-08 22:00:00
80.4599982015789,2023-05-08 23:00:00
77.0399982780218,2023-05-09
75.5999983102083,2023-05-09 01:00:00
75.6699983086437,2023-05-09 02:00:00
76.4899982903153,2023-05-09 03:00:00
77.5699982661754,2023-05-09 04:00:00
78.5099982451648,2023-05-09 05:00:00
79.3399982266128,2023-05-09 06:00:00
80.3499982040375,2023-05-09 07:00:00
81.2999981828034,2023-05-09 08:00:00
82.079998165369,2023-05-09 09:00:00
82.9799981452525,2023-05-09 10:00:00
