"cms","date_utc"
104.629997661337,2023-04-30
105.779997635633,2023-04-30 01:00:00
107.629997594282,2023-04-30 02:00:00
110.399997532368,2023-04-30 03:00:00
114.319997444749,2023-04-30 04:00:00
118.219997357577,2023-04-30 05:00:00
121.719997279346,2023-04-30 06:00:00
124.969997206703,2023-04-30 07:00:00
127.859997142106,2023-04-30 08:00:00
130.609997080639,2023-04-30 09:00:00
133.409997018054,2023-04-30 10:00:00
136.079996958375,2023-04-30 11:00:00
138.019996915013,2023-04-30 12:00:00
138.809996897355,2023-04-30 13:00:00
138.599996902049,2023-04-30 14:00:00
137.609996924177,2023-04-30 15:00:00
136.249996954575,2023-04-30 16:00:00
134.849996985868,2023-04-30 17:00:00
133.529997015372,2023-04-30 18:00:00
132.399997040629,2023-04-30 19:00:00
131.589997058734,2023-04-30 20:00:00
131.049997070804,2023-04-30 21:00:00
131.479997061193,2023-04-30 22:00:00
131.819997053593,2023-04-30 23:00:00
131.719997055829,2023-05-01
132.7099970337,2023-05-01 01:00:00
135.029996981844,2023-05-01 02:00:00
138.239996910095,2023-05-01 03:00:00
141.699996832758,2023-05-01 04:00:00
145.069996757433,2023-05-01 05:00:00
149.189996665344,2023-05-01 06:00:00
154.069996556267,2023-05-01 07:00:00
158.599996455014,2023-05-01 08:00:00
161.8799963817,2023-05-01 09:00:00
163.639996342361,2023-05-01 10:00:00
164.319996327162,2023-05-01 11:00:00
164.279996328056,2023-05-01 12:00:00
163.739996340126,2023-05-01 13:00:00
162.95999635756,2023-05-01 14:00:00
161.989996379241,2023-05-01 15:00:00
160.789996406063,2023-05-01 16:00:00
159.529996434227,2023-05-01 17:00:00
158.359996460378,2023-05-01 18:00:00
157.109996488318,2023-05-01 19:00:00
156.009996512905,2023-05-01 20:00:00
155.069996533915,2023-05-01 21:00:00
154.029996557161,2023-05-01 22:00:00
152.799996584654,2023-05-01 23:00:00
151.629996610805,2023-05-02
150.669996632263,2023-05-02 01:00:00
149.999996647239,2023-05-02 02:00:00
149.559996657073,2023-05-02 03:00:00
149.319996662438,2023-05-02 04:00:00
149.609996655956,2023-05-02 05:00:00
150.739996630698,2023-05-02 06:00:00
152.409996593371,2023-05-02 07:00:00
154.309996550903,2023-05-02 08:00:00
156.599996499717,2023-05-02 09:00:00
159.169996442273,2023-05-02 10:00:00
161.009996401146,2023-05-02 11:00:00
161.50999638997,2023-05-02 12:00:00
160.829996405169,2023-05-02 13:00:00
159.369996437803,2023-05-02 14:00:00
157.589996477589,2023-05-02 15:00:00
156.039996512234,2023-05-02 16:00:00
154.869996538386,2023-05-02 17:00:00
153.789996562526,2023-05-02 18:00:00
149.269996663556,2023-05-02 19:00:00
147.809996696189,2023-05-02 20:00:00
146.569996723905,2023-05-02 21:00:00
145.849996739998,2023-05-02 22:00:00
146.139996733516,2023-05-02 23:00:00
148.179996687919,2023-05-03
151.649996610358,2023-05-03 01:00:00
155.90999651514,2023-05-03 02:00:00
159.969996424392,2023-05-03 03:00:00
162.859996359795,2023-05-03 04:00:00
165.069996310398,2023-05-03 05:00:00
167.529996255413,2023-05-03 06:00:00
170.489996189252,2023-05-03 07:00:00
173.809996115044,2023-05-03 08:00:00
177.119996041059,2023-05-03 09:00:00
179.749995982274,2023-05-03 10:00:00
181.209995949641,2023-05-03 11:00:00
181.509995942935,2023-05-03 12:00:00
180.389995967969,2023-05-03 13:00:00
178.079996019602,2023-05-03 14:00:00
175.449996078387,2023-05-03 15:00:00
173.019996132702,2023-05-03 16:00:00
170.94999617897,2023-05-03 17:00:00
169.199996218085,2023-05-03 18:00:00
167.859996248037,2023-05-03 19:00:00
167.269996261224,2023-05-03 20:00:00
167.569996254519,2023-05-03 21:00:00
168.55999623239,2023-05-03 22:00:00
170.399996191263,2023-05-03 23:00:00
173.439996123314,2023-05-04
177.879996024072,2023-05-04 01:00:00
183.62999589555,2023-05-04 02:00:00
190.219995748252,2023-05-04 03:00:00
197.549995584413,2023-05-04 04:00:00
204.429995430633,2023-05-04 05:00:00
208.58999533765,2023-05-04 06:00:00
211.199995279312,2023-05-04 07:00:00
214.18999521248,2023-05-04 08:00:00
217.179995145649,2023-05-04 09:00:00
219.679995089769,2023-05-04 10:00:00
221.429995050654,2023-05-04 11:00:00
222.759995020926,2023-05-04 12:00:00
223.239995010197,2023-05-04 13:00:00
222.619995024055,2023-05-04 14:00:00
222.039995037019,2023-05-04 15:00:00
221.739995043725,2023-05-04 16:00:00
222.809995019808,2023-05-04 17:00:00
225.299994964153,2023-05-04 18:00:00
218.219995122403,2023-05-04 19:00:00
218.759995110333,2023-05-04 20:00:00
219.899995084852,2023-05-04 21:00:00
221.659995045513,2023-05-04 22:00:00
223.859994996339,2023-05-04 23:00:00
227.40999491699,2023-05-05
233.099994789809,2023-05-05 01:00:00
238.749994663522,2023-05-05 02:00:00
242.399994581938,2023-05-05 03:00:00
246.069994499907,2023-05-05 04:00:00
250.999994389713,2023-05-05 05:00:00
255.359994292259,2023-05-05 06:00:00
258.919994212687,2023-05-05 07:00:00
262.129994140938,2023-05-05 08:00:00
264.099994096905,2023-05-05 09:00:00
263.859994102269,2023-05-05 10:00:00
261.609994152561,2023-05-05 11:00:00
258.239994227886,2023-05-05 12:00:00
254.749994305894,2023-05-05 13:00:00
251.029994389042,2023-05-05 14:00:00
247.279994472861,2023-05-05 15:00:00
243.969994546846,2023-05-05 16:00:00
